RowId	dateSold	productSold	unitsSold	salesChannel	Region	custId	custName	productId	productName	stdCost	stdPrice	Country
946	2011-01-04 00:00:00.000	SUPA101	210	Online	Asia	24207	Oliver Cherry	SUPA101	Super Soft - Product Sample	0.3	0	Philippines
947	2011-01-21 00:00:00.000	PURA250	94	Retail	Australia and Oceania	24208	Ramona Munoz	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Vanuatu
948	2011-07-01 00:00:00.000	SUPA103	142	Direct	Australia and Oceania	24209	Felicia Turner	SUPA103	Super Soft - 500ml	3.5	6.99	Nauru
949	2011-06-12 00:00:00.000	SUPA102	94	Retail	Europe	24210	Autumn Anthony	SUPA102	Super Soft - 250ml	2.5	4.5	Georgia
950	2011-07-05 00:00:00.000	PURA100	129	Direct	Unknown	24211	Eaton Shaffer	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
951	2011-03-22 00:00:00.000	SUPA102	15	Retail	Unknown	24212	Karyn Nolan	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
952	2011-05-14 00:00:00.000	SUPA104	155	Online	Central America and the Caribbean	24213	Lance Durham	SUPA104	Super Soft - 1 Litre	5	9.99	Trinidad and Tobago
953	2011-02-21 00:00:00.000	SUPA104	120	Online	Europe	24214	Leigh Little	SUPA104	Super Soft - 1 Litre	5	9.99	Iceland
954	2011-05-14 00:00:00.000	PURA100	171	Direct	Unknown	24215	Denise Harrington	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
955	2011-03-22 00:00:00.000	PURA200	11	Retail	Europe	24216	Hollee Briggs	PURA200	Pure Soft Detergent - 200ml	2	3.99	Greece
956	2011-07-02 00:00:00.000	SUPA104	159	Online	Asia	24217	Keegan Moses	SUPA104	Super Soft - 1 Litre	5	9.99	Japan
960	2011-05-03 00:00:00.000	SUPA103	190	Online	Middle East and North Africa	24221	Daphne Curry	SUPA103	Super Soft - 500ml	3.5	6.99	Azerbaijan
961	2011-01-30 00:00:00.000	SUPA103	3	Online	Sub-Saharan Africa	24222	Slade Russo	SUPA103	Super Soft - 500ml	3.5	6.99	Rwanda
962	2011-01-15 00:00:00.000	PURA200	106	Retail	Europe	24223	Brenda Hays	PURA200	Pure Soft Detergent - 200ml	2	3.99	Cyprus
964	2011-01-10 00:00:00.000	PURA100	141	Online	Middle East and North Africa	24225	Clementine Hewitt	PURA100	Pure Soft Detergent - 100ml	1.5	3	Egypt
965	2011-03-20 00:00:00.000	PURA100	64	Retail	Sub-Saharan Africa	24226	Cherokee Shaffer	PURA100	Pure Soft Detergent - 100ml	1.5	3	Rwanda
967	2011-05-23 00:00:00.000	PURA250	1	Direct	Sub-Saharan Africa	24228	Hayley Williamson	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Sierra Leone
969	2011-07-31 00:00:00.000	SUPA101	84	Online	Asia	24230	Iliana Dawson	SUPA101	Super Soft - Product Sample	0.3	0	Bangladesh
970	2011-08-28 00:00:00.000	PURA250	33	Retail	Central America and the Caribbean	24231	Rose Baker	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Honduras
972	2011-03-12 00:00:00.000	SUPA102	162	Online	Unknown	24233	Haviva Stevenson	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
973	2011-08-20 00:00:00.000	SUPA103	204	Online	Central America and the Caribbean	24234	Selma Roach	SUPA103	Super Soft - 500ml	3.5	6.99	Haiti
974	2011-07-12 00:00:00.000	SUPA103	138	Retail	Sub-Saharan Africa	24235	Florence Pennington	SUPA103	Super Soft - 500ml	3.5	6.99	Sudan
976	2011-07-27 00:00:00.000	PURA100	110	Direct	Australia and Oceania	24237	Tamara Hodges	PURA100	Pure Soft Detergent - 100ml	1.5	3	New Zealand
978	2011-06-04 00:00:00.000	PURA200	201	Retail	Unknown	24239	Victor Suarez	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
979	2011-05-05 00:00:00.000	PURA250	44	Retail	Asia	24240	Roary Gray	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Japan
980	2011-08-06 00:00:00.000	PURA250	36	Retail	Europe	24241	Otto Golden	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Belgium
982	2011-02-05 00:00:00.000	PURA200	88	Online	Europe	24243	Lester Emerson	PURA200	Pure Soft Detergent - 200ml	2	3.99	Hungary
983	2011-08-30 00:00:00.000	PURA200	16	Direct	Australia and Oceania	24244	Bell Shaffer	PURA200	Pure Soft Detergent - 200ml	2	3.99	Nauru
984	2011-07-08 00:00:00.000	SUPA102	138	Retail	Europe	24245	Shoshana Wilkinson	SUPA102	Super Soft - 250ml	2.5	4.5	Greece
985	2011-06-12 00:00:00.000	SUPA104	92	Online	Europe	24246	Vivian Colon	SUPA104	Super Soft - 1 Litre	5	9.99	Latvia
986	2011-07-30 00:00:00.000	PURA250	74	Retail	Europe	24247	Forrest Maddox	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Iceland
987	2011-05-30 00:00:00.000	SUPA101	144	Direct	Sub-Saharan Africa	24248	Clayton Gomez	SUPA101	Super Soft - Product Sample	0.3	0	Mali
988	2011-03-09 00:00:00.000	SUPA101	151	Retail	Europe	24249	Jerome Hoffman	SUPA101	Super Soft - Product Sample	0.3	0	Czech Republic
989	2011-03-09 00:00:00.000	SUPA102	11	Direct	Middle East and North Africa	24250	Maia Schmidt	SUPA102	Super Soft - 250ml	2.5	4.5	Azerbaijan
990	2011-04-28 00:00:00.000	PURA500	15	Retail	Europe	24251	Deacon Williamson	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Latvia
991	2011-06-05 00:00:00.000	PURA250	170	Retail	Unknown	24252	Wynne Poole	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
995	2011-05-08 00:00:00.000	PURA500	43	Retail	Australia and Oceania	24256	Quail Knox	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Tonga
997	2011-01-13 00:00:00.000	SUPA103	80	Retail	Unknown	24258	Kuame Wallace	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
998	2011-08-10 00:00:00.000	PURA500	138	Online	Unknown	24259	Lester Fisher	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
